case_id,car_id,valid_data_fraction,missing_value_fraction,information_valid_fraction,longest_missing_data_segment,number_of_discontinuities,temp_error_median,temp_error_abs_mean,temp_error_abs_p90,temp_error_abs_p95,temp_error_abs_max,temp_error_std,temp_error_mad,fraction_error_gt_1,fraction_error_gt_2,fraction_error_gt_3,median_indoor_outdoor_diff,temp_variability,number_of_state_changes,state_transition_rate_per_hour,active_cooling_duty_cycle,longest_continuous_cooling_ticks,load_halved_fraction,peer_simple_residual_median,peer_simple_residual_abs_median,peer_simple_residual_abs_p90,peer_simple_residual_abs_p95,peer_simple_residual_abs_max,peer_simple_residual_mad,peer_simple_fraction_gt_1,peer_simple_fraction_gt_2,peer_simple_longest_persistent_deviation,peer_context_residual_median,peer_context_residual_abs_median,peer_context_residual_abs_p90,peer_context_residual_abs_p95,peer_context_residual_abs_max,peer_context_residual_mad,peer_context_fraction_gt_1,peer_context_fraction_gt_2,peer_context_longest_persistent_deviation,faulty
acv_case_02.xlsx,03,0.9123761837378905,0.08762381626210951,0.9123761837378905,35.0,96.0,0.5,0.7134335480792173,1.5,2.0,5.5,0.8851533581775314,0.5,0.13528990694345025,0.029706513958482464,0.007993319016941064,-9.0,1.1178992411385937,14.0,0.14646904969485616,0.9023620333079351,181.0,0.0,0.0,0.5,0.5,1.0,2.5,0.5,0.01849200668098306,0.0005965163445478406,25.0,0.0,0.5,0.5,1.0,2.5,0.5,0.019327129563350035,0.0005965163445478406,25.0,0
acv_case_02.xlsx,04,0.9123761837378905,0.08762381626210951,0.9123761837378905,35.0,96.0,0.0,0.5981865903125746,1.0,1.5,5.0,0.7767093219687893,0.5,0.07265569076592698,0.010498687664041995,0.00381770460510618,-9.0,1.041443706049231,14.0,0.14646904969485616,0.9023620333079351,181.0,0.0,0.0,0.0,0.5,1.0,2.5,0.0,0.005368647100930566,0.0004772130756382725,19.0,0.0,0.0,0.5,1.0,2.5,0.0,0.005368647100930566,0.0004772130756382725,19.0,0
acv_case_02.xlsx,05,0.9123761837378905,0.08762381626210951,0.9123761837378905,35.0,96.0,0.0,0.5612622285850632,1.0,1.5,5.0,0.7529433197254963,0.5,0.06048675733715104,0.006561679790026247,0.002982581722739203,-9.0,1.029562721881413,12.0,0.12554489973844812,0.9024708827691303,181.0,0.0,0.0,0.5,0.5,1.0,2.0,0.5,0.003698401336196612,0.0,7.0,0.0,0.5,0.5,1.0,2.0,0.5,0.003698401336196612,0.0,7.0,0
acv_case_02.xlsx,06,0.9123761837378905,0.08762381626210951,0.9123761837378905,35.0,96.0,0.0,0.605523741350513,1.0,1.5,5.5,0.7903787943794008,0.5,0.08673347649725602,0.01026008112622286,0.002982581722739203,-9.0,1.0680490992207599,14.0,0.14646904969485616,0.9023620333079351,181.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.002982581722739203,0.0,6.0,0.0,0.0,0.5,0.5,2.0,0.0,0.002982581722739203,0.0,6.0,0
acv_case_02.xlsx,07,0.9123761837378905,0.08762381626210951,0.9123761837378905,35.0,96.0,0.0,0.6352302553089955,1.5,1.5,5.5,0.8134008853690555,0.5,0.10832736816988786,0.010975900739680267,0.0027439751849200667,-9.0,1.0839818281073275,14.0,0.14646904969485616,0.9023620333079351,181.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0032211882605583395,0.0,4.0,0.0,0.0,0.5,0.75,1.5,0.0,0.0015509424958243855,0.0,3.0,0
acv_case_02.xlsx,08,0.9123761837378905,0.08762381626210951,0.9123761837378905,35.0,96.0,0.0,0.6264614650441422,1.0,1.5,5.0,0.7788774644100259,0.5,0.08243855881651158,0.004772130756382725,0.0025053686471009306,-8.0,1.0884069887235497,12.0,0.12554489973844812,0.9024708827691303,181.0,0.0,0.0,0.5,0.5,1.0,2.0,0.5,0.009305654974946313,0.0,21.0,0.0,0.5,0.5,0.9874999999999545,1.5,0.5,0.000954426151276545,0.0,3.0,0
acv_case_03.xlsx,01,1.0,0.0,1.0,0.0,128.0,0.5,0.7166064981949458,1.5,2.0,5.5,0.8449942218473269,0.5,0.14765342960288808,0.0161251504211793,0.004332129963898917,-7.0,1.0207005069481099,7.0,0.07715624138881234,0.9945848375451264,3531.0,0.0,0.0,0.5,1.0,1.0,4.0,0.5,0.029482551143200964,0.006377858002406739,56.0,0.0,0.5,1.0,1.0,3.5,0.5,0.022262334536702767,0.0006016847172081829,32.0,0
acv_case_03.xlsx,02,1.0,0.0,1.0,0.0,128.0,0.5,0.8167870036101083,1.5,2.5,6.0,0.9887172158751477,0.5,0.18279181708784598,0.058243080625752106,0.01696750902527076,-6.5,1.0311639331713556,9.0,0.09920088178561588,0.9888086642599277,2933.0,0.0,0.0,0.5,1.0,1.0,2.0,0.5,0.019133574007220218,0.0,16.0,0.0,0.5,1.0,1.0,2.0,0.5,0.01516245487364621,0.0,16.0,0
acv_case_03.xlsx,03,1.0,0.0,0.9998796630565584,0.0,128.0,0.5,1.1585028282585148,3.0,3.5,6.0,1.2726679423925753,0.5,0.32795763629799013,0.15489228547358286,0.07016488145384522,-6.5,1.146936526138544,11.0,0.12124552218241941,0.9886883273164861,2933.0,0.0,0.5,0.5,1.5,2.0,24.5,0.5,0.17809867629362214,0.04296028880866426,215.0,0.5,0.5,1.5,2.0,24.5,0.5,0.17641395908543922,0.04259927797833935,215.0,1
acv_case_03.xlsx,04,1.0,0.0,1.0,0.0,128.0,0.0,0.725511432009627,1.5,2.0,5.5,0.93387164779402,0.5,0.1381468110709988,0.03237063778580024,0.010709987966305656,-7.0,1.0719788279054476,5.0,0.05511160099200882,0.994705174488568,3531.0,0.0,0.0,0.5,1.0,1.0,4.0,0.5,0.03056558363417569,0.005776173285198556,36.0,0.0,0.5,1.0,1.0,3.5,0.5,0.025872442839951864,0.0006016847172081829,24.0,0
acv_case_03.xlsx,05,1.0,0.0,1.0,0.0,128.0,0.0,0.6395306859205776,1.0,1.5,6.0,0.8361948531555713,0.5,0.0990373044524669,0.016365824308062576,0.006137184115523465,-7.0,0.9598439717066795,5.0,0.05511160099200882,0.994705174488568,3531.0,0.0,0.0,0.5,0.5,1.0,4.5,0.5,0.009025270758122744,0.006377858002406739,58.0,0.0,0.5,0.5,1.0,3.0,0.5,0.0038507821901323704,0.0006016847172081829,10.0,0
acv_case_03.xlsx,06,1.0,0.0,1.0,0.0,128.0,0.0,0.6517448856799037,1.5,1.5,6.0,0.8572900167320462,0.5,0.11022864019253911,0.01684717208182912,0.0068592057761732855,-7.0,0.9886842793144995,7.0,0.07715624138881234,0.9889290012033695,2937.0,0.0,0.0,0.5,0.5,1.0,1.5,0.5,0.006016847172081829,0.0,8.0,0.0,0.5,0.5,1.0,1.75,0.5,0.007099879663056558,0.0,8.0,0
acv_case_03.xlsx,07,1.0,0.0,1.0,0.0,128.0,0.5,0.7303850782190132,1.5,2.0,6.5,0.9188597770029501,0.5,0.13309265944645007,0.027316486161251503,0.010469314079422382,-7.0,1.0043795149197783,7.0,0.07715624138881234,0.9889290012033695,2937.0,0.0,0.0,0.5,0.5,1.0,2.0,0.5,0.006016847172081829,0.0,8.0,0.0,0.5,0.5,1.0,2.0,0.5,0.0049338146811070994,0.0,8.0,0
acv_case_03.xlsx,08,1.0,0.0,1.0,0.0,128.0,0.5,0.7014440433212996,1.5,1.5,8.5,0.9172137722475415,0.5,0.11311672683513839,0.022382671480144403,0.013598074608904933,-7.0,1.1359995566333299,9.0,0.09920088178561588,0.9547533092659446,2653.0,0.0,0.0,0.5,1.0,1.5,6.0,0.5,0.06654632972322504,0.03104693140794224,296.0,0.0,0.5,1.0,1.5,6.0,0.5,0.06353790613718412,0.03104693140794224,296.0,0
acv_case_04.xlsx,01,0.9814482077082023,0.2639138442188483,0.0,10.0,9.0,0.0,0.4585106869879628,1.0,2.0,5.0,0.8938895757024328,0.0,0.058675454254199275,0.034097670373930154,0.014371367110622911,,,754.0,8.811556565492616,0.9219746653490253,343.0,0.9814482077082023,0.0,0.0,1.0,2.0,3.0,0.0,0.05327474941644927,0.005354936152684333,73.0,0.0,0.0,1.0,1.0,3.0,0.0,0.04979632935145773,0.004164950340976704,68.0,1
acv_case_04.xlsx,02,0.9814482077082023,0.2639138442188483,0.0,10.0,9.0,0.0,0.36495949471371686,1.0,1.0,5.0,0.7300060353183823,0.0,0.03089386241933269,0.01817016797107419,0.005812623003341114,,,254.0,2.968349293945788,0.9510376426197107,420.0,0.9814482077082023,0.0,0.0,1.0,2.0,3.0,0.0,0.07583871115382855,0.000778067646116527,156.0,0.0,0.5,1.0,2.0,3.0,0.5,0.08421438052084763,0.0005034555357224587,161.0,0
acv_case_04.xlsx,03,0.9814482077082023,0.2639138442188483,0.0,10.0,9.0,0.0,0.40093368117533984,1.0,1.0,5.0,0.7670960739684377,0.0,0.041054510503913226,0.016385189253512747,0.007002608815048743,,,274.0,3.202077584807661,0.9480729494205372,420.0,0.9814482077082023,0.0,1.0,1.0,2.0,3.0,1.0,0.05391551100736876,0.001510366607167376,73.0,0.0,0.5,1.0,1.5,3.0,0.5,0.05235937571513571,0.0011442171266419516,57.0,0
acv_case_04.xlsx,04,0.9811337705507143,0.2641496720869643,0.0,10.0,9.0,0.0,0.5776943503342185,1.0,2.0,5.0,0.9768123072938798,0.0,0.09554985807160517,0.03131581357018588,0.014467539602600495,,,167.0,1.9516312286966402,0.9521157128739556,420.0,0.9811337705507143,0.0,0.0,2.0,2.0,3.0,0.0,0.10127277721820346,0.001465067301529164,213.0,0.0,0.5,1.5,2.0,3.0,0.5,0.1061715960076916,0.0010530171229740867,213.0,0
acv_case_04.xlsx,05,0.0,1.0,0.0,22262.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
acv_case_04.xlsx,06,0.0,1.0,0.0,22262.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
acv_case_04.xlsx,07,0.0,1.0,0.0,22262.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
acv_case_04.xlsx,08,0.0,1.0,0.0,22262.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
acv_case_05.xlsx,01,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,0.9726897427754843,2.0,3.5,6.0,1.052220380151465,0.5,0.21641791044776118,0.08542394410924103,0.05128612257859638,1.3000000000000007,1.6814307770216494,18.0,0.20072483969891275,0.8909925415949512,243.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0
acv_case_05.xlsx,02,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,0.8575738329628454,1.5,3.0,6.0,1.0432414863139106,0.5,0.17735789139409336,0.07176881549698316,0.04445855827246745,,,16.0,0.17842207973236687,0.8911359724612736,243.0,0.0,0.0,0.0,0.650000000000091,1.0,1.5,0.0,0.0017465862178469354,0.0,7.0,0.0,0.0,0.5750000000000455,1.0,1.5,0.0,0.0017465862178469354,0.0,7.0,0
acv_case_05.xlsx,03,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,1.0173864718958399,2.0,3.5,6.0,1.1326429722974294,0.5,0.22086376627500795,0.09717370593839314,0.06255954271197206,,,16.0,0.17842207973236687,0.8911359724612736,243.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.000952683391552874,0.0,6.0,0.0,0.0,0.5,0.5,1.5,0.0,0.000952683391552874,0.0,6.0,0
acv_case_05.xlsx,04,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,0.9047316608447126,2.0,3.0,5.5,1.1176126884356032,0.5,0.20292156240076215,0.07875516036837091,0.04731660844712607,,,19.0,0.21187621968218567,0.8899885255306942,243.0,0.0,0.0,0.5,0.5,1.0,2.5,0.5,0.010638297872340425,0.00015878056525881233,20.0,0.0,0.5,0.5,1.0,2.5,0.5,0.010638297872340425,0.00015878056525881233,20.0,1
acv_case_05.xlsx,05,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,1.2818355033343918,3.0,4.5,6.0,1.3683852994871055,0.5,0.3091457605589076,0.2138774214036202,0.09129882502381709,,,15.0,0.16727069974909395,0.8909925415949512,243.0,0.0,-0.5,0.5,1.0,1.5,2.5,0.5,0.057796125754207686,0.000476341695776437,41.0,-0.5,0.5,1.0,1.5,2.5,0.5,0.057796125754207686,0.000476341695776437,41.0,0
acv_case_05.xlsx,06,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,0.9999206097173706,2.5,3.5,6.0,1.1557190748942188,0.5,0.24293426484598285,0.10797078437599238,0.05954271197205462,,,16.0,0.17842207973236687,0.8911359724612736,243.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0007939028262940616,0.0,2.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0007939028262940616,0.0,2.0,0
acv_case_05.xlsx,07,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,0.9673705938393141,2.5,3.5,6.0,1.177546808628451,0.5,0.23769450619244203,0.10765322324547476,0.05827246744998412,,,16.0,0.17842207973236687,0.8911359724612736,243.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0007939028262940616,0.0,4.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0007939028262940616,0.0,4.0,0
acv_case_05.xlsx,08,0.9033275960986804,0.09667240390131956,0.9033275960986804,35.0,94.0,-0.5,1.1142426167037154,2.5,3.5,5.5,1.149764915537362,0.5,0.2627818355033344,0.14464909495077802,0.06224198158145443,-1.1999999999999993,1.728189830946718,17.0,0.18957345971563982,0.8908491107286288,243.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.003810733566211496,0.0,5.0,0.0,0.0,0.5,1.0,1.5,0.0,0.003810733566211496,0.0,5.0,0
acv_case_06.xlsx,01,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.0,1.5115452930728241,6.0,8.5,14.0,2.8850348581029164,0.5,0.20426287744227353,0.16731793960923624,0.14103019538188277,-15.200000000000003,2.6852895255285127,19.0,0.3001974983541804,0.8106037388905915,296.0,0.0,0.0,0.5,1.0,1.0,2.0,0.5,0.044760213143872116,0.0,21.0,0.0,0.5,1.0,1.0,2.0,0.5,0.044760213143872116,0.0,21.0,0
acv_case_06.xlsx,02,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.0,1.619182948490231,6.5,8.5,14.0,2.9460682830560017,0.5,0.23801065719360567,0.18898756660746002,0.1641207815275311,,,18.0,0.2843976300197498,0.80784554091327,296.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.011367673179396092,0.002486678507992895,12.0,0.0,0.0,0.5,0.5,3.0,0.0,0.011367673179396092,0.002486678507992895,12.0,0
acv_case_06.xlsx,03,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.0,1.5781527531083481,6.5,8.0,14.0,2.929793469240054,0.5,0.23268206039076378,0.18898756660746002,0.16625222024866784,,,18.0,0.2843976300197498,0.8081520073551947,296.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.01172291296625222,0.003907637655417406,10.0,0.0,0.0,0.5,0.5,3.0,0.0,0.01172291296625222,0.003907637655417406,10.0,0
acv_case_06.xlsx,04,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.0,1.6287744227353464,6.7999999999999545,8.149999999999864,14.0,2.956407015117406,0.5,0.23978685612788633,0.1946714031971581,0.16909413854351688,,,16.0,0.25279789335088876,0.8087649402390438,296.0,0.0,0.0,0.0,0.5,0.5,2.5,0.0,0.010301953818827708,0.002486678507992895,10.0,0.0,0.0,0.5,0.5,2.5,0.0,0.010301953818827708,0.002486678507992895,10.0,0
acv_case_06.xlsx,05,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.0,1.5761989342806395,6.5,8.0,14.0,2.894774574164937,0.5,0.23907637655417407,0.18579040852575487,0.16376554174067495,,,18.0,0.2843976300197498,0.80784554091327,296.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0017761989342806395,0.0,2.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0017761989342806395,0.0,2.0,0
acv_case_06.xlsx,06,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,1.5,2.7037300177619894,8.0,9.0,14.0,2.8488862285126855,0.5,0.6657193605683837,0.33179396092362345,0.21456483126110124,,,16.0,0.25279789335088876,0.8084584737971192,296.0,0.0,1.5,1.5,2.0,2.5,3.0,0.5,0.533214920071048,0.06571936056838366,204.0,1.5,1.5,2.0,2.5,3.0,0.5,0.533214920071048,0.06571936056838366,204.0,1
acv_case_06.xlsx,07,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.0,1.3937833037300178,6.0,7.5,13.0,2.7110529066193467,0.5,0.20035523978685613,0.1644760213143872,0.14209591474245115,,,18.0,0.2843976300197498,0.8081520073551947,296.0,0.0,-0.5,0.5,1.0,1.0,2.0,0.5,0.03872113676731794,0.0,11.0,-0.5,0.5,1.0,1.0,2.0,0.5,0.03872113676731794,0.0,11.0,0
acv_case_06.xlsx,08,0.862703034017775,0.13729696598222493,0.862703034017775,54.0,82.0,0.5,1.7325044404973358,7.5,9.0,14.0,3.039549786474629,0.5,0.25257548845470695,0.1950266429840142,0.17229129662522202,-10.200000000000003,2.695527326240002,17.0,0.2685977616853193,0.8087649402390438,296.0,0.0,0.0,0.5,1.0,1.0,2.0,0.5,0.017761989342806393,0.0,6.0,0.0,0.5,1.0,1.0,2.0,0.5,0.017761989342806393,0.0,6.0,0
